Ingredient,Preference,Type,Status,Confidence,Verify label,Notes
Gyros seasoning,Whole foods,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Gyros seasoning,Vegan whole food,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Gyros seasoning,Low FODMAP / IBS,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Harissa seasoning,Whole foods,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Harissa seasoning,Vegan whole food,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Harissa seasoning,Low FODMAP / IBS,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Herbal salt,Celery allergy,Allergy/Intolerance,Verify against label,Low,Yes,savory blends/stocks often contain celery
"Herbal tea, teabag or loose",Pregnancy friendly,Diet,Verify against label,Low,Yes,herbal - check pregnancy safety
Hoisin sauce,Soy allergy,Allergy/Intolerance,Excluded,Medium,Yes,soy-based; typically contains wheat; may contain sesame oil; sweetened sauce; fermented/aged/vinegar; grain/legume/refined; added sugar / refined carb; added sugar; wheat; processed / branded
Hoisin sauce,Sesame allergy,Allergy/Intolerance,Verify against label,Medium,Yes,soy-based; typically contains wheat; may contain sesame oil; sweetened sauce; fermented/aged/vinegar; grain/legume/refined; added sugar / refined carb; added sugar; wheat; processed / branded
Hoisin sauce,Wheat allergy,Allergy/Intolerance,Excluded,Medium,Yes,soy-based; typically contains wheat; may contain sesame oil; sweetened sauce; fermented/aged/vinegar; grain/legume/refined; added sugar / refined carb; added sugar; wheat; processed / branded
Hoisin sauce,Gluten intolerance,Allergy/Intolerance,Excluded,Medium,Yes,soy-based; typically contains wheat; may contain sesame oil; sweetened sauce; fermented/aged/vinegar; grain/legume/refined; added sugar / refined carb; added sugar; wheat; processed / branded
Hoisin sauce,Fructose intolerance,Allergy/Intolerance,Verify against label,Medium,Yes,soy-based; typically contains wheat; may contain sesame oil; sweetened sauce; fermented/aged/vinegar; grain/legume/refined; added sugar / refined carb; added sugar; wheat; processed / branded
Hoisin sauce,Histamine intolerance,Allergy/Intolerance,Excluded,Medium,Yes,soy-based; typically contains wheat; may contain sesame oil; sweetened sauce; fermented/aged/vinegar; grain/legume/refined; added sugar / refined carb; added sugar; wheat; processed / branded
Hoisin sauce,Paleo friendly,Diet,Excluded,Medium,Yes,soy-based; typically contains wheat; may contain sesame oil; sweetened sauce; fermented/aged/vinegar; grain/legume/refined; added sugar / refined carb; added sugar; wheat; processed / branded
Hoisin sauce,Whole foods,Diet,Verify against label,Medium,Yes,soy-based; typically contains wheat; may contain sesame oil; sweetened sauce; fermented/aged/vinegar; grain/legume/refined; added sugar / refined carb; added sugar; wheat; processed / branded
Hoisin sauce,Vegan whole food,Diet,Verify against label,Medium,Yes,soy-based; typically contains wheat; may contain sesame oil; sweetened sauce; fermented/aged/vinegar; grain/legume/refined; added sugar / refined carb; added sugar; wheat; processed / branded
Hoisin sauce,Diabetes friendly,Diet,Excluded,Medium,Yes,soy-based; typically contains wheat; may contain sesame oil; sweetened sauce; fermented/aged/vinegar; grain/legume/refined; added sugar / refined carb; added sugar; wheat; processed / branded
Hoisin sauce,PCOS friendly,Diet,Excluded,Medium,Yes,soy-based; typically contains wheat; may contain sesame oil; sweetened sauce; fermented/aged/vinegar; grain/legume/refined; added sugar / refined carb; added sugar; wheat; processed / branded
Hoisin sauce,Low FODMAP / IBS,Diet,Verify against label,Medium,Yes,soy-based; typically contains wheat; may contain sesame oil; sweetened sauce; fermented/aged/vinegar; grain/legume/refined; added sugar / refined carb; added sugar; wheat; processed / branded
Hot pepper sauce,Whole foods,Diet,Verify against label,Low,Yes,processed / branded
Hot pepper sauce,Vegan whole food,Diet,Verify against label,Low,Yes,processed / branded
Instant coffee,Whole foods,Diet,Verify against label,Low,Yes,processed / branded
Instant coffee,Vegan whole food,Diet,Verify against label,Low,Yes,processed / branded
Italian seasoning,Whole foods,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Italian seasoning,Vegan whole food,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Italian seasoning,Low FODMAP / IBS,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Jalapeño mustard,Mustard allergy,Allergy/Intolerance,Excluded,High,No,mustard
"Jalapeños, pickled",Mustard allergy,Allergy/Intolerance,Verify against label,Medium,Yes,blends/sauces often contain mustard; may contain added sulfites; fermented/aged/vinegar
"Jalapeños, pickled",Sulfite allergy,Allergy/Intolerance,Verify against label,Medium,Yes,blends/sauces often contain mustard; may contain added sulfites; fermented/aged/vinegar
"Jalapeños, pickled",Histamine intolerance,Allergy/Intolerance,Excluded,Medium,Yes,blends/sauces often contain mustard; may contain added sulfites; fermented/aged/vinegar
Jerk seasoning,Whole foods,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Jerk seasoning,Vegan whole food,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Jerk seasoning,Low FODMAP / IBS,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Kabsa spice,Whole foods,Diet,Verify against label,Low,Yes,processed / branded
Kabsa spice,Vegan whole food,Diet,Verify against label,Low,Yes,processed / branded
Kebab seasoning,Whole foods,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Kebab seasoning,Vegan whole food,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Kebab seasoning,Low FODMAP / IBS,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Kefir lime leaves,Citrus allergy,Allergy/Intolerance,Excluded,Medium,Yes,citrus; moderate/variable histamine
Kefir lime leaves,Histamine intolerance,Allergy/Intolerance,Verify against label,Medium,Yes,citrus; moderate/variable histamine
Kibbeh spice,Whole foods,Diet,Verify against label,Low,Yes,processed / branded
Kibbeh spice,Vegan whole food,Diet,Verify against label,Low,Yes,processed / branded
Kimchi juice,Histamine intolerance,Allergy/Intolerance,Excluded,High,No,fermented/aged/vinegar
"Knobi-Licious, More Nutrition",Whole foods,Diet,Excluded,High,No,processed / branded
"Knobi-Licious, More Nutrition",Vegan whole food,Diet,Excluded,High,No,processed / branded
"Kräutersalz, More Nutrition",Celery allergy,Allergy/Intolerance,Verify against label,Medium,Yes,savory blends/stocks often contain celery; processed / branded
"Kräutersalz, More Nutrition",Whole foods,Diet,Excluded,Medium,Yes,savory blends/stocks often contain celery; processed / branded
"Kräutersalz, More Nutrition",Vegan whole food,Diet,Excluded,Medium,Yes,savory blends/stocks often contain celery; processed / branded
L-carnitine powder,Whole foods,Diet,Excluded,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy
L-carnitine powder,Vegan whole food,Diet,Excluded,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy
L-carnitine powder,Supplement free,Diet,Excluded,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy
L-carnitine powder,Pregnancy friendly,Diet,Verify against label,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy
L-carnitine powder,Family friendly,Diet,Excluded,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy
Lebanese Seven Spice,Whole foods,Diet,Verify against label,Low,Yes,processed / branded
Lebanese Seven Spice,Vegan whole food,Diet,Verify against label,Low,Yes,processed / branded
Lemon balm,Histamine intolerance,Allergy/Intolerance,Verify against label,Low,Yes,not citrus despite the name; moderate/variable histamine; herbal - check pregnancy safety
Lemon balm,Pregnancy friendly,Diet,Verify against label,Low,Yes,not citrus despite the name; moderate/variable histamine; herbal - check pregnancy safety
Lemon grass,Histamine intolerance,Allergy/Intolerance,Verify against label,Low,Yes,not citrus despite the name; moderate/variable histamine
Lemon juice,Sulfite allergy,Allergy/Intolerance,Verify against label,Medium,Yes,may contain added sulfites; citrus; moderate/variable histamine
Lemon juice,Citrus allergy,Allergy/Intolerance,Excluded,Medium,Yes,may contain added sulfites; citrus; moderate/variable histamine
Lemon juice,Histamine intolerance,Allergy/Intolerance,Verify against label,Medium,Yes,may contain added sulfites; citrus; moderate/variable histamine
Lemon pepper,Citrus allergy,Allergy/Intolerance,Excluded,Medium,Yes,citrus; moderate/variable histamine
Lemon pepper,Histamine intolerance,Allergy/Intolerance,Verify against label,Medium,Yes,citrus; moderate/variable histamine
"Lemon slices, fresh",Citrus allergy,Allergy/Intolerance,Excluded,Medium,Yes,citrus; moderate/variable histamine
"Lemon slices, fresh",Histamine intolerance,Allergy/Intolerance,Verify against label,Medium,Yes,citrus; moderate/variable histamine
"Lemon zest, grated",Citrus allergy,Allergy/Intolerance,Excluded,Medium,Yes,citrus; moderate/variable histamine
"Lemon zest, grated",Histamine intolerance,Allergy/Intolerance,Verify against label,Medium,Yes,citrus; moderate/variable histamine
Licorice powder,Pregnancy friendly,Diet,Excluded,High,No,licorice not advised in pregnancy
Lime juice,Sulfite allergy,Allergy/Intolerance,Verify against label,Medium,Yes,may contain added sulfites; citrus; moderate/variable histamine
Lime juice,Citrus allergy,Allergy/Intolerance,Excluded,Medium,Yes,may contain added sulfites; citrus; moderate/variable histamine
Lime juice,Histamine intolerance,Allergy/Intolerance,Verify against label,Medium,Yes,may contain added sulfites; citrus; moderate/variable histamine
Lime leaves,Citrus allergy,Allergy/Intolerance,Excluded,Medium,Yes,citrus; moderate/variable histamine
Lime leaves,Histamine intolerance,Allergy/Intolerance,Verify against label,Medium,Yes,citrus; moderate/variable histamine
"Lime wedges, fresh",Citrus allergy,Allergy/Intolerance,Excluded,Medium,Yes,citrus; moderate/variable histamine
"Lime wedges, fresh",Histamine intolerance,Allergy/Intolerance,Verify against label,Medium,Yes,citrus; moderate/variable histamine
"Lime zest, grated",Citrus allergy,Allergy/Intolerance,Excluded,Medium,Yes,citrus; moderate/variable histamine
"Lime zest, grated",Histamine intolerance,Allergy/Intolerance,Verify against label,Medium,Yes,citrus; moderate/variable histamine
Liquid aminos,Soy allergy,Allergy/Intolerance,Excluded,High,No,soy-based; fermented/aged/vinegar; grain/legume/refined
Liquid aminos,Histamine intolerance,Allergy/Intolerance,Excluded,High,No,soy-based; fermented/aged/vinegar; grain/legume/refined
Liquid aminos,Paleo friendly,Diet,Excluded,High,No,soy-based; fermented/aged/vinegar; grain/legume/refined
"LIQUID FLAVOR Aroma Concentrate, ZEC+",Whole foods,Diet,Excluded,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy
"LIQUID FLAVOR Aroma Concentrate, ZEC+",Vegan whole food,Diet,Excluded,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy
"LIQUID FLAVOR Aroma Concentrate, ZEC+",Supplement free,Diet,Excluded,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy
"LIQUID FLAVOR Aroma Concentrate, ZEC+",Pregnancy friendly,Diet,Verify against label,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy
"LIQUID FLAVOR Aroma Concentrate, ZEC+",Family friendly,Diet,Excluded,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy
Liquid smoke,Whole foods,Diet,Verify against label,Low,Yes,processed / branded
Liquid smoke,Vegan whole food,Diet,Verify against label,Low,Yes,processed / branded
Maca powder,Whole foods,Diet,Excluded,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy; herbal - check pregnancy safety
Maca powder,Vegan whole food,Diet,Excluded,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy; herbal - check pregnancy safety
Maca powder,Supplement free,Diet,Excluded,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy; herbal - check pregnancy safety
Maca powder,Pregnancy friendly,Diet,Verify against label,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy; herbal - check pregnancy safety
Maca powder,Family friendly,Diet,Excluded,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy; herbal - check pregnancy safety
MAP (Master Amino Acid Pattern) powder,Whole foods,Diet,Excluded,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy
MAP (Master Amino Acid Pattern) powder,Vegan whole food,Diet,Excluded,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy
MAP (Master Amino Acid Pattern) powder,Supplement free,Diet,Excluded,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy
MAP (Master Amino Acid Pattern) powder,Pregnancy friendly,Diet,Verify against label,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy
MAP (Master Amino Acid Pattern) powder,Family friendly,Diet,Excluded,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy
"Matcha tea, Matchaflix",Whole foods,Diet,Excluded,High,No,processed / branded
"Matcha tea, Matchaflix",Vegan whole food,Diet,Excluded,High,No,processed / branded
"Minced garlic, dried",Low FODMAP / IBS,Diet,Excluded,High,No,garlic/onion family is high-FODMAP
Mirin (sweet rice wine),Sulfite allergy,Allergy/Intolerance,Excluded,High,No,contains alcohol; alcohol; wine/beer = sulfites
Mirin (sweet rice wine),Histamine intolerance,Allergy/Intolerance,Excluded,High,No,contains alcohol; alcohol; wine/beer = sulfites
Mirin (sweet rice wine),Halal,Diet,Excluded,High,No,contains alcohol; alcohol; wine/beer = sulfites
Mirin (sweet rice wine),Paleo friendly,Diet,Excluded,High,No,contains alcohol; alcohol; wine/beer = sulfites
Mirin (sweet rice wine),Whole foods,Diet,Excluded,High,No,contains alcohol; alcohol; wine/beer = sulfites
Mirin (sweet rice wine),Vegan whole food,Diet,Excluded,High,No,contains alcohol; alcohol; wine/beer = sulfites
Mirin (sweet rice wine),Pregnancy friendly,Diet,Excluded,High,No,contains alcohol; alcohol; wine/beer = sulfites
Miso paste,Soy allergy,Allergy/Intolerance,Excluded,Medium,Yes,soy-based; some miso contains barley; fermented/aged/vinegar; grain/legume/refined; processed / branded
Miso paste,Gluten intolerance,Allergy/Intolerance,Verify against label,Medium,Yes,soy-based; some miso contains barley; fermented/aged/vinegar; grain/legume/refined; processed / branded
Miso paste,Histamine intolerance,Allergy/Intolerance,Excluded,Medium,Yes,soy-based; some miso contains barley; fermented/aged/vinegar; grain/legume/refined; processed / branded
Miso paste,Paleo friendly,Diet,Excluded,Medium,Yes,soy-based; some miso contains barley; fermented/aged/vinegar; grain/legume/refined; processed / branded
Miso paste,Whole foods,Diet,Verify against label,Medium,Yes,soy-based; some miso contains barley; fermented/aged/vinegar; grain/legume/refined; processed / branded
Miso paste,Vegan whole food,Diet,Verify against label,Medium,Yes,soy-based; some miso contains barley; fermented/aged/vinegar; grain/legume/refined; processed / branded
Mixed herb seasoning,Whole foods,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Mixed herb seasoning,Vegan whole food,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Mixed herb seasoning,Low FODMAP / IBS,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
"Monkfruit sweetener, granulated",Paleo friendly,Diet,Verify against label,Low,Yes,sweetener/additive not strictly paleo; processed / branded
"Monkfruit sweetener, granulated",Whole foods,Diet,Verify against label,Low,Yes,sweetener/additive not strictly paleo; processed / branded
"Monkfruit sweetener, granulated",Vegan whole food,Diet,Verify against label,Low,Yes,sweetener/additive not strictly paleo; processed / branded
"Mrs Potatoe, More Nutrition",Whole foods,Diet,Excluded,High,No,processed / branded
"Mrs Potatoe, More Nutrition",Vegan whole food,Diet,Excluded,High,No,processed / branded
Mustard,Mustard allergy,Allergy/Intolerance,Excluded,High,No,mustard
Mustard powder,Mustard allergy,Allergy/Intolerance,Excluded,High,No,mustard
Mustard seeds,Mustard allergy,Allergy/Intolerance,Excluded,High,No,mustard
"Nasi Goreng Boemboe, Albert Heijn",Peanut allergy,Allergy/Intolerance,Verify against label,Medium,Yes,often contains soy - verify; some recipes contain peanut; may contain sesame oil; processed / branded
"Nasi Goreng Boemboe, Albert Heijn",Soy allergy,Allergy/Intolerance,Verify against label,Medium,Yes,often contains soy - verify; some recipes contain peanut; may contain sesame oil; processed / branded
"Nasi Goreng Boemboe, Albert Heijn",Sesame allergy,Allergy/Intolerance,Verify against label,Medium,Yes,often contains soy - verify; some recipes contain peanut; may contain sesame oil; processed / branded
"Nasi Goreng Boemboe, Albert Heijn",Whole foods,Diet,Excluded,Medium,Yes,often contains soy - verify; some recipes contain peanut; may contain sesame oil; processed / branded
"Nasi Goreng Boemboe, Albert Heijn",Vegan whole food,Diet,Excluded,Medium,Yes,often contains soy - verify; some recipes contain peanut; may contain sesame oil; processed / branded
"Nettle, fresh",Pregnancy friendly,Diet,Verify against label,Low,Yes,herbal - check pregnancy safety
Nisseøl (Danish christmas white beer),Wheat allergy,Allergy/Intolerance,Verify against label,Medium,Yes,contains alcohol; alcohol; barley/malt; wine/beer = sulfites
Nisseøl (Danish christmas white beer),Gluten intolerance,Allergy/Intolerance,Excluded,Medium,Yes,contains alcohol; alcohol; barley/malt; wine/beer = sulfites
Nisseøl (Danish christmas white beer),Sulfite allergy,Allergy/Intolerance,Excluded,Medium,Yes,contains alcohol; alcohol; barley/malt; wine/beer = sulfites
Nisseøl (Danish christmas white beer),Histamine intolerance,Allergy/Intolerance,Excluded,Medium,Yes,contains alcohol; alcohol; barley/malt; wine/beer = sulfites
Nisseøl (Danish christmas white beer),Halal,Diet,Excluded,Medium,Yes,contains alcohol; alcohol; barley/malt; wine/beer = sulfites
Nisseøl (Danish christmas white beer),Paleo friendly,Diet,Excluded,Medium,Yes,contains alcohol; alcohol; barley/malt; wine/beer = sulfites
Nisseøl (Danish christmas white beer),Whole foods,Diet,Excluded,Medium,Yes,contains alcohol; alcohol; barley/malt; wine/beer = sulfites
Nisseøl (Danish christmas white beer),Vegan whole food,Diet,Excluded,Medium,Yes,contains alcohol; alcohol; barley/malt; wine/beer = sulfites
Nisseøl (Danish christmas white beer),Pregnancy friendly,Diet,Excluded,Medium,Yes,contains alcohol; alcohol; barley/malt; wine/beer = sulfites
"No More Sugar, Zuckerersatz, More Nutrition",Paleo friendly,Diet,Excluded,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy; grain/legume/refined
"No More Sugar, Zuckerersatz, More Nutrition",Whole foods,Diet,Excluded,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy; grain/legume/refined
"No More Sugar, Zuckerersatz, More Nutrition",Vegan whole food,Diet,Excluded,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy; grain/legume/refined
"No More Sugar, Zuckerersatz, More Nutrition",Supplement free,Diet,Excluded,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy; grain/legume/refined
"No More Sugar, Zuckerersatz, More Nutrition",Pregnancy friendly,Diet,Verify against label,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy; grain/legume/refined
"No More Sugar, Zuckerersatz, More Nutrition",Family friendly,Diet,Excluded,Medium,Yes,dietary supplement / protein powder; protein supplement; supplements discouraged in pregnancy; grain/legume/refined
Norwegian Gastromat seasoning,Celery allergy,Allergy/Intolerance,Verify against label,Low,Yes,savory blends/stocks often contain celery; blends/stocks usually contain onion/garlic; processed / branded
Norwegian Gastromat seasoning,Whole foods,Diet,Verify against label,Low,Yes,savory blends/stocks often contain celery; blends/stocks usually contain onion/garlic; processed / branded
Norwegian Gastromat seasoning,Vegan whole food,Diet,Verify against label,Low,Yes,savory blends/stocks often contain celery; blends/stocks usually contain onion/garlic; processed / branded
Norwegian Gastromat seasoning,Low FODMAP / IBS,Diet,Verify against label,Low,Yes,savory blends/stocks often contain celery; blends/stocks usually contain onion/garlic; processed / branded
Old Bay Seasoning,Celery allergy,Allergy/Intolerance,Excluded,Medium,Yes,contains celery; blends/stocks usually contain onion/garlic; processed / branded
Old Bay Seasoning,Whole foods,Diet,Verify against label,Medium,Yes,contains celery; blends/stocks usually contain onion/garlic; processed / branded
Old Bay Seasoning,Vegan whole food,Diet,Verify against label,Medium,Yes,contains celery; blends/stocks usually contain onion/garlic; processed / branded
Old Bay Seasoning,Low FODMAP / IBS,Diet,Verify against label,Medium,Yes,contains celery; blends/stocks usually contain onion/garlic; processed / branded
"Onion flakes, dried",Low FODMAP / IBS,Diet,Excluded,High,No,garlic/onion family is high-FODMAP
Onion powder,Low FODMAP / IBS,Diet,Excluded,High,No,garlic/onion family is high-FODMAP
Orange blossom water,Citrus allergy,Allergy/Intolerance,Excluded,Medium,Yes,citrus; moderate/variable histamine
Orange blossom water,Histamine intolerance,Allergy/Intolerance,Verify against label,Medium,Yes,citrus; moderate/variable histamine
Orange food coloring,Citrus allergy,Allergy/Intolerance,Excluded,Medium,Yes,citrus; moderate/variable histamine; processed / branded
Orange food coloring,Histamine intolerance,Allergy/Intolerance,Verify against label,Medium,Yes,citrus; moderate/variable histamine; processed / branded
Orange food coloring,Whole foods,Diet,Verify against label,Medium,Yes,citrus; moderate/variable histamine; processed / branded
Orange food coloring,Vegan whole food,Diet,Verify against label,Medium,Yes,citrus; moderate/variable histamine; processed / branded
Orange juice,Fructose intolerance,Allergy/Intolerance,Verify against label,Medium,Yes,fruit-derived; citrus; moderate/variable histamine
Orange juice,Citrus allergy,Allergy/Intolerance,Excluded,Medium,Yes,fruit-derived; citrus; moderate/variable histamine
Orange juice,Histamine intolerance,Allergy/Intolerance,Verify against label,Medium,Yes,fruit-derived; citrus; moderate/variable histamine
"Orange zest, grated",Citrus allergy,Allergy/Intolerance,Excluded,Medium,Yes,citrus; moderate/variable histamine
"Orange zest, grated",Histamine intolerance,Allergy/Intolerance,Verify against label,Medium,Yes,citrus; moderate/variable histamine
Oyster sauce,Fish allergy,Allergy/Intolerance,Verify against label,Medium,Yes,oyster (mollusc); shellfish not kosher; often contains soy - verify; fermented/aged/vinegar; processed / branded
Oyster sauce,Shellfish allergy,Allergy/Intolerance,Excluded,Medium,Yes,oyster (mollusc); shellfish not kosher; often contains soy - verify; fermented/aged/vinegar; processed / branded
Oyster sauce,Soy allergy,Allergy/Intolerance,Verify against label,Medium,Yes,oyster (mollusc); shellfish not kosher; often contains soy - verify; fermented/aged/vinegar; processed / branded
Oyster sauce,Histamine intolerance,Allergy/Intolerance,Excluded,Medium,Yes,oyster (mollusc); shellfish not kosher; often contains soy - verify; fermented/aged/vinegar; processed / branded
Oyster sauce,Vegan,Diet,Excluded,Medium,Yes,oyster (mollusc); shellfish not kosher; often contains soy - verify; fermented/aged/vinegar; processed / branded
Oyster sauce,Vegetarian,Diet,Excluded,Medium,Yes,oyster (mollusc); shellfish not kosher; often contains soy - verify; fermented/aged/vinegar; processed / branded
Oyster sauce,Kosher,Diet,Excluded,Medium,Yes,oyster (mollusc); shellfish not kosher; often contains soy - verify; fermented/aged/vinegar; processed / branded
Oyster sauce,Whole foods,Diet,Verify against label,Medium,Yes,oyster (mollusc); shellfish not kosher; often contains soy - verify; fermented/aged/vinegar; processed / branded
Oyster sauce,Vegan whole food,Diet,Excluded,Medium,Yes,oyster (mollusc); shellfish not kosher; often contains soy - verify; fermented/aged/vinegar; processed / branded
"Paprika, smoked",Histamine intolerance,Allergy/Intolerance,Verify against label,Low,Yes,moderate/variable histamine
Peppermint extract,Halal,Diet,Verify against label,Low,Yes,extracts usually contain alcohol - verify; trace alcohol; processed / branded
Peppermint extract,Whole foods,Diet,Verify against label,Low,Yes,extracts usually contain alcohol - verify; trace alcohol; processed / branded
Peppermint extract,Vegan whole food,Diet,Verify against label,Low,Yes,extracts usually contain alcohol - verify; trace alcohol; processed / branded
Peppermint extract,Pregnancy friendly,Diet,Verify against label,Low,Yes,extracts usually contain alcohol - verify; trace alcohol; processed / branded
"Perfect Florsød, EASIS",Whole foods,Diet,Excluded,High,No,processed / branded
"Perfect Florsød, EASIS",Vegan whole food,Diet,Excluded,High,No,processed / branded
"Perfect Pinch Salad Supreme Seasoning, McCormick",Mustard allergy,Allergy/Intolerance,Verify against label,Medium,Yes,blends/sauces often contain mustard; savory blends/stocks often contain celery; blends/stocks usually contain onion/garlic; processed / branded
"Perfect Pinch Salad Supreme Seasoning, McCormick",Celery allergy,Allergy/Intolerance,Verify against label,Medium,Yes,blends/sauces often contain mustard; savory blends/stocks often contain celery; blends/stocks usually contain onion/garlic; processed / branded
"Perfect Pinch Salad Supreme Seasoning, McCormick",Whole foods,Diet,Excluded,Medium,Yes,blends/sauces often contain mustard; savory blends/stocks often contain celery; blends/stocks usually contain onion/garlic; processed / branded
"Perfect Pinch Salad Supreme Seasoning, McCormick",Vegan whole food,Diet,Excluded,Medium,Yes,blends/sauces often contain mustard; savory blends/stocks often contain celery; blends/stocks usually contain onion/garlic; processed / branded
"Perfect Pinch Salad Supreme Seasoning, McCormick",Low FODMAP / IBS,Diet,Verify against label,Medium,Yes,blends/sauces often contain mustard; savory blends/stocks often contain celery; blends/stocks usually contain onion/garlic; processed / branded
"PERi-PERi Dry Rub, Nando's",Whole foods,Diet,Excluded,High,No,processed / branded
"PERi-PERi Dry Rub, Nando's",Vegan whole food,Diet,Excluded,High,No,processed / branded
Pickle juice,Mustard allergy,Allergy/Intolerance,Verify against label,Medium,Yes,blends/sauces often contain mustard; may contain added sulfites; fermented/aged/vinegar
Pickle juice,Sulfite allergy,Allergy/Intolerance,Verify against label,Medium,Yes,blends/sauces often contain mustard; may contain added sulfites; fermented/aged/vinegar
Pickle juice,Histamine intolerance,Allergy/Intolerance,Excluded,Medium,Yes,blends/sauces often contain mustard; may contain added sulfites; fermented/aged/vinegar
Pickled ginger,Mustard allergy,Allergy/Intolerance,Verify against label,Medium,Yes,blends/sauces often contain mustard; may contain added sulfites; fermented/aged/vinegar
Pickled ginger,Sulfite allergy,Allergy/Intolerance,Verify against label,Medium,Yes,blends/sauces often contain mustard; may contain added sulfites; fermented/aged/vinegar
Pickled ginger,Histamine intolerance,Allergy/Intolerance,Excluded,Medium,Yes,blends/sauces often contain mustard; may contain added sulfites; fermented/aged/vinegar
Pilau seasoning,Whole foods,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Pilau seasoning,Vegan whole food,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Pilau seasoning,Low FODMAP / IBS,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
"Pineapple Curry, More Nutrition",Fructose intolerance,Allergy/Intolerance,Verify against label,Medium,Yes,fruit-derived; processed / branded
"Pineapple Curry, More Nutrition",Whole foods,Diet,Excluded,Medium,Yes,fruit-derived; processed / branded
"Pineapple Curry, More Nutrition",Vegan whole food,Diet,Excluded,Medium,Yes,fruit-derived; processed / branded
Piri Piri seasoning mix,Whole foods,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Piri Piri seasoning mix,Vegan whole food,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Piri Piri seasoning mix,Low FODMAP / IBS,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Pizza seasoning,Whole foods,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Pizza seasoning,Vegan whole food,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
Pizza seasoning,Low FODMAP / IBS,Diet,Verify against label,Low,Yes,blends/stocks usually contain onion/garlic; processed / branded
